text,label,source,language,text_cleaned,length,word_count,avg_word_length,digit_count,uppercase_count,exclamation_count,question_count,dollar_count,percent_count,has_url,has_phone,has_email,has_currency,abbreviation_count,digit_ratio,keyword_urgent,keyword_immédiat,keyword_immédiatement,keyword_gagner,keyword_loterie,keyword_héritage,keyword_m-pesa,keyword_mobile_money,keyword_transfert,keyword_virement,keyword_récompense,keyword_arnaque,keyword_escroquerie,keyword_compte_bloqué,keyword_compte_suspendu,keyword_vérifier,keyword_confirmer,keyword_code,keyword_secret,keyword_pin,keyword_otp,keyword_gratuit,keyword_promo,keyword_offre_spéciale,keyword_temps_limité,keyword_mtn,keyword_moov,keyword_celtis,keyword_sbee,keyword_benin,keyword_bénin,fraud_keyword_score,uppercase_ratio
Tia peço dinheiro podes enviar na minha conta vem em nome de Exxa,0,moz_smishing,portuguese,tia peço dinheiro podes enviar na minha conta vem em nome de exxa,65,13,4.076923076923077,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03076923076923077
"Confirmado 7F3246P8MC0. Transferiste 1,000.00MT e a taxa foi de 0.00MT para 258848114048 - d**** aos 3/6/20 as 11:47 AM. O teu novo saldo M-Pesa e de 4,112.00MT.M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 7f3246p8mc0. transferiste 1 00.00mt e a taxa foi de 0.00mt para d aos 3 6 20 as 11 47 am. o teu novo saldo m pesa e de 4 112.00mt.m pesa e facil!,176,29,5.103448275862069,42,19,1,0,0,0,0,1,0,0,0,0.23863636363636365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10795454545454546
"CHAMADAS SEM PARAR! Digita *111*4# e activa TUDO TOP de 1000MT com 1000Mins (Todas Redes), 22GB e 1000SMS (30 Dias). BONUS de 20% ao pagar via M-Pesa. Activa Ja",0,moz_smishing,portuguese,chamadas sem parar! digita 11 4 e activa tudo top de 100mt com 100mins todas redes 22gb e 100sms 30 dias . bonus de 20 ao pagar via m pesa. activa ja,160,29,4.551724137931035,22,44,1,0,0,1,0,0,0,0,0,0.1375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.275
"Kmk brow, tudo bem? Peço que me envies aquele valor para minha conta m-pesa, estou  a precisar.",0,moz_smishing,portuguese,kmk brow tudo bem? peço que me envies aquele valor para minha conta m pesa estou a precisar.,95,17,4.588235294117647,0,2,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.021052631578947368
Manda-lá aquele valor para aminha conta mpesa ou IZI.,0,moz_smishing,portuguese,manda lá aquele valor para aminha conta mpesa ou izi.,53,9,5.0,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07547169811320754
"Confirmado 8CF05S16VHM. Transferiste 1,000.00MT e a taxa foi de 8.00MT para 848114048 - d**** aos 15/3/21 as 2:01 PM. O teu novo saldo M-Pesa e de 2,723.62MT. M-Pesa e facil!.",0,moz_smishing,portuguese,confirmado 8cf05s16vhm. transferiste 1 00.00mt e a taxa foi de 8.00mt para d aos 15 3 21 as 2 01 pm. o teu novo saldo m pesa e de 2 723.62mt. m pesa e facil!.,175,30,4.866666666666666,37,21,1,0,0,0,0,1,0,0,0,0.21142857142857144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12
"Confirmado 7JV84YY4M82. O teu saldo  M-Pesa e  4,557.00MT  aos 31/10/20 as 10:47 AM.M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 7jv84yy4m82. o teu saldo m pesa e 4 557.00mt aos 31 10 20 as 10 47 am.m pesa e facil!,99,15,5.466666666666667,22,15,1,0,0,0,0,0,0,0,0,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15151515151515152
Bom dia necessito um valor para alguns requisitos da casa,0,moz_smishing,portuguese,bom dia necessito um valor para alguns requisitos da casa,57,10,4.8,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017543859649122806
"Confirmado AFI7ALBFZ3H. O teu saldo  M-Pesa e  17.34MT  aos 18/6/23 as 6:17 PM. 
Na App Meu M-Pesa e mais facil. Baixa a App https://onelink.to/xanf67",0,moz_smishing,portuguese,confirmado afi7albfz3h. o teu saldo m pesa e 17.34mt aos 18 6 23 as 6 17 pm. na app meu m pesa e mais facil. baixa a app,150,24,5.125,16,24,0,0,0,0,1,0,0,0,0,0.10666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16
"Transferencia para conta movel 842655974 no valor de 500,00 MZN efectuada com sucesso, em 2021-03-09 13:54:00. Ponto24.",0,moz_smishing,portuguese,transferencia para conta movel no valor de 500 00 mzn efectuada com sucesso em 13 54 00. ponto24.,119,17,6.0588235294117645,30,5,0,0,0,0,0,1,0,0,0,0.25210084033613445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04201680672268908
Kmk pt.,0,moz_smishing,portuguese,kmk pt.,7,2,3.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
"Confirmado 7LE058OS154. Recebeste  1,000.00MT de 999864 - BCI SA aos 14/12/20  as 4:04 PM o novo saldo  M-Pesa e de 1,027.00MT.M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 7le058os154. recebeste 1 00.00mt de 99864 bci sa aos 14 12 20 as 4 04 pm o novo saldo m pesa e de 1 027.00mt.m pesa e facil!,142,23,5.086956521739131,34,21,1,0,0,0,0,0,0,0,0,0.23943661971830985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14788732394366197
Babe vi sua mensagem...desculpa por te chamar de mentiroso😃 😃,0,moz_smishing,portuguese,babe vi sua mensagem..desculpa por te chamar de mentiroso,61,10,5.2,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01639344262295082
"Para confirmar a transaccao no valor de 9000.0 MZN, use o codigo: 927974. Em caso de duvida ligue ao Fala Daki atraves dos nrs. 84/87 0921224 ou 82 9991224.",0,moz_smishing,portuguese,para confirmar a transaccao no valor de 900.0 mzn use o codigo 927974. em caso de duvida ligue ao fala daki atraves dos nrs. 84 ou .,156,29,4.413793103448276,31,7,0,0,0,0,0,1,0,0,0,0.1987179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04487179487179487
"Confirmado 7F64477ZPBK. Transferiste 700.00MT e a taxa foi de 0.00MT para 258843658340 - ANA MAHAMUDO aos 6/6/20 as 9:05 AM. O teu novo saldo M-Pesa e de 1,092.00MT.M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 7f64477zpbk. transferiste 700.00mt e a taxa foi de 0.00mt para ana mahamudo aos 6 6 20 as 9 05 am. o teu novo saldo m pesa e de 1 092.00mt.m pesa e facil!,180,30,5.033333333333333,39,31,1,0,0,0,0,1,0,0,0,0.21666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17222222222222222
"Confirmado 6GT42R2367C. Transferiste 3,000.00MT para 258847761660 - MOMADE ALI aos 29/7/19 as 11:43 AM. O teu novo saldo M-Pesa e de 12,159.00MT. M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 6gt42r2367c. transferiste 3 00.00mt para momade ali aos 29 7 19 as 11 43 am. o teu novo saldo m pesa e de 12 159.00mt. m pesa e facil!,161,25,5.48,41,26,1,0,0,0,0,1,0,0,0,0.2546583850931677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16149068322981366
Mano desculpa-me lá manda envie-me aquele valor na minha conta Mpesa,0,moz_smishing,portuguese,mano desculpa me lá manda envie me aquele valor na minha conta mpesa,68,11,5.2727272727272725,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411764705882353
"Caro Cliente, sempre que fizeres depositos ou levantamentos no Agente M-Pesa, leva contigo o teu documento de identificacao. M-Pesa e facil!",0,moz_smishing,portuguese,caro cliente sempre que fizeres depositos ou levantamentos no agente m pesa leva contigo o teu documento de identificacao. m pesa e facil!,140,21,5.714285714285714,0,7,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05
"Bom dia Humberto Eu estou bem graças a Deus espero que esteja bem também, passei para lhe lembrar sobre a quantia que pedi para areia Que envie pra meu número 8416556 Em nome de Jose Julamo",0,moz_smishing,portuguese,bom dia humberto eu estou bem graças a deus espero que esteja bem também passei para lhe lembrar sobre a quantia que pedi para areia que envie pra meu número em nome de jose julamo,189,36,4.277777777777778,7,8,0,0,0,0,0,1,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042328042328042326
Boa noite Msc espero que o dia tenha lhe corrido bem. Recebi o valor. Muito obrgdo,0,moz_smishing,portuguese,boa noite msc espero que o dia tenha lhe corrido bem. recebi o valor. muito obrgdo,82,16,4.1875,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805
"Confirmado AA639MQD9LN. Transferiste 70.00MT e a taxa foi de 2.00MT para 848602309 - FERNANDO RICARDO aos 6/1/23 as 2:40 PM. O teu novo saldo M-Pesa e de 1,685.62MT. Em caso de duvida, liga 100. M-Pesa e facil!",0,moz_smishing,portuguese,confirmado aa639mqd9ln. transferiste 70.00mt e a taxa foi de 2.00mt para fernando ricardo aos 6 1 23 as 2 40 pm. o teu novo saldo m pesa e de 1 685.62mt. em caso de duvida liga 100. m pesa e facil!,210,37,4.702702702702703,36,38,1,0,0,0,0,1,0,0,0,0.17142857142857143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18095238095238095
Saudação irmão peço que me envie o valor que lhe solicitei na minha conta do celular. Saudação.,0,moz_smishing,portuguese,saudação irmão peço que me envie o valor que lhe solicitei na minha conta do celular. saudação.,95,17,4.647058823529412,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021052631578947368
Desculpa pelo encomodo agradecia o favor de me enprestar um valor na quantia de 3oo mts,0,moz_smishing,portuguese,desculpa pelo encomodo agradecia o favor de me enprestar um valor na quantia de 3oo mts,87,16,4.5,1,1,0,0,0,0,0,0,0,0,0,0.011494252873563218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011494252873563218
"Bom dia eng,
Vi o e-mail, até amanhã envio o relatório do workshop.
Quanto à bolsa do mestrado HST, eles chegaram de dizer os requisitos dos bolseiros? Os valores a receber mensalmente, etc?
Yelen",0,moz_smishing,portuguese,bom dia eng vi o e mail até amanhã envio o relatório do workshop. quanto à bolsa do mestrado hst eles chegaram de dizer os requisitos dos bolseiros? os valores a receber mensalmente etc? yelen,196,34,4.794117647058823,0,8,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04081632653061224
Peço enviar um valor no meu MPesa,0,moz_smishing,portuguese,peço enviar um valor no meu mpesa,33,7,3.857142857142857,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091
"Registou o serviço TCHAPITA com sucesso, taxa 3 MT/1 dia.(Tens 2 dias Gratis). Para cancelar, digite 1568 6# ou envie OFF para 1568. Para ajuda, ligue 100. Obrigado!",0,moz_smishing,portuguese,registou o serviço tchapita com sucesso taxa 3 mt 1 dia. tens 2 dias gratis . para cancelar digite 1568 6 ou envie off para 1568. para ajuda ligue 100. obrigado!,165,28,4.928571428571429,15,19,1,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11515151515151516
"Millennium mobile
Trf. BIM/M-Pesa
Da Conta:
75097692
Para o numero:
847933700
No montante de:
7500MZN
Foi efectuada
Operacao No.
780660827",0,moz_smishing,portuguese,millennium mobile trf. bim m pesa da conta para o numero no montante de 7500mzn foi efectuada operacao no.,138,20,5.95,30,17,0,0,0,0,0,1,0,0,0,0.21739130434782608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12318840579710146
Manda no meu voda se for mpesa e em qualquer dos números se for conta móvel...,0,moz_smishing,portuguese,manda no meu voda se for mpesa e em qualquer dos números se for conta móvel..,78,16,3.9375,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01282051282051282
Babe...vou esperar sua boleia...tenho muita coisa pra levar,0,moz_smishing,portuguese,babe..vou esperar sua boleia..tenho muita coisa pra levar,59,8,6.5,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01694915254237288
Falhou. Nao tens saldo suficiente na conta M-Pesa  para levantar 800.00MT  de 359723.O saldo M-Pesa e de 632.62MT. M-Pesa e facil!,0,moz_smishing,portuguese,falhou. nao tens saldo suficiente na conta m pesa para levantar 800.00mt de 359723.o saldo m pesa e de 632.62mt. m pesa e facil!,130,21,5.142857142857143,16,13,1,0,0,0,0,0,0,0,0,0.12307692307692308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1
Está bem babe...eu acredito em ti,0,moz_smishing,portuguese,está bem babe..eu acredito em ti,33,6,4.666666666666667,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030303030303030304
"Confirmado 7FB5484SI9T. Transferiste 800.00MT e a taxa foi de 0.00MT para 258840418601 - ELIAS MANUEL aos 11/6/20 as 11:00 AM. O teu novo saldo M-Pesa e de 4,158.00MT.M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 7fb5484si9t. transferiste 800.00mt e a taxa foi de 0.00mt para elias manuel aos 11 6 20 as 11 00 am. o teu novo saldo m pesa e de 4 158.00mt.m pesa e facil!,182,30,5.1,41,31,1,0,0,0,0,1,0,0,0,0.22527472527472528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17032967032967034
Já estou encasa. Obrigada babe por passar a tarde conosco,0,moz_smishing,portuguese,já estou encasa. obrigada babe por passar a tarde conosco,57,10,4.8,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03508771929824561
"7EU045Z4MFU confirmado. Recebeste o pagamento de  2,000.00MT  de 999864 - BCI SA aos 30/5/20 as 2:12 PM. O novo saldo M-Pesa e de 13,629.00MT M-Pesa e facil!",0,moz_smishing,portuguese,7eu045z4mfu confirmado. recebeste o pagamento de 2 00.00mt de 99864 bci sa aos 30 5 20 as 2 12 pm. o novo saldo m pesa e de 13 629.00mt m pesa e facil!,157,27,4.777777777777778,32,23,1,0,0,0,0,0,0,0,0,0.20382165605095542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1464968152866242
Boa tarde mano tudo bem? gostaria se me mandasse aque meu pedido de dinheiro na minha conta Ponto 24 com o número 867254336,0,moz_smishing,portuguese,boa tarde mano tudo bem? gostaria se me mandasse aque meu pedido de dinheiro na minha conta ponto 24 com o número,123,23,4.391304347826087,11,2,0,1,0,0,0,1,0,0,0,0.08943089430894309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016260162601626018
Bom dia mana Rosa favor venho através do meio irmã pedir-le um favor de pedeir-lhe emprestado algum valor correspondente a Dois mil e quinhentos meticais e tendo peço-lhe que deposita na minha conta móvel mpesa 85972854 Deste modo compromento-me reembolsar-lhe o valor em causa num período igual a 30 dias. Sinta-se cumprimentado. Deste Gilberto Macário Sousa.,0,moz_smishing,portuguese,bom dia mana rosa favor venho através do meio irmã pedir le um favor de pedeir lhe emprestado algum valor correspondente a dois mil e quinhentos meticais e tendo peço lhe que deposita na minha conta móvel mpesa deste modo compromento me reembolsar lhe o valor em causa numero período igual a 30 dias. sinta se cumprimentado. deste gilberto macário sousa.,360,56,5.446428571428571,10,9,0,0,0,0,0,1,0,0,1,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
"Boa tarde, todo peço que me envia 100 mts minha conta m-pesa",0,moz_smishing,portuguese,boa tarde todo peço que me envia 100 mts minha conta m pesa,60,12,4.083333333333333,3,1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.016666666666666666
Bom dia babe... como estas   hoje!?,0,moz_smishing,portuguese,bom dia babe.. como estas hoje!?,35,6,4.666666666666667,0,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02857142857142857
"7J144SZY1SE confirmado. Recebeste o pagamento de  1,000.00MT  de 999864 - BCI SA aos 1/10/20 as 3:26 PM. O novo saldo M-Pesa e de 1,201.00MT M-Pesa e facil!",0,moz_smishing,portuguese,7j144szy1se confirmado. recebeste o pagamento de 1 00.00mt de 99864 bci sa aos 1 10 20 as 3 26 pm. o novo saldo m pesa e de 1 201.00mt m pesa e facil!,156,27,4.7407407407407405,31,23,1,0,0,0,0,0,0,0,0,0.1987179487179487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14743589743589744
"Boss ja ultimei, so ainda não entro o valor",0,moz_smishing,portuguese,boss ja ultimei so ainda não entro o valor,43,9,3.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255813953488372
"Confirmado AHN3B1L79F9. Transferiste 110.00MT, a taxa foi de 4.00MT e o imposto de selo foi de 0.08MT para 842682576 - ZACARIAS aos 23/8/23 as 6:30 PM. O teu novo saldo M-Pesa e de 21.48MT. Em caso de duvida, liga 100. M-Pesa e facil!",0,moz_smishing,portuguese,confirmado ahn3b1l79f9. transferiste 110.00mt a taxa foi de 4.00mt e o imposto de selo foi de 0.08mt para zacarias aos 23 8 23 as 6 30 pm. o teu novo saldo m pesa e de 21.48mt. em caso de duvida liga 100. m pesa e facil!,234,43,4.465116279069767,40,32,1,0,0,0,0,1,0,0,0,0.17094017094017094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13675213675213677
Mano peço uma recarga de 100 mCel. Dou-te a mola amanhã.,0,moz_smishing,portuguese,mano peço uma recarga de 100 mcel. dou te a mola amanhã.,56,11,4.181818181818182,3,3,0,0,0,0,0,0,0,0,0,0.05357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05357142857142857
"Boa Tarde, Sr. Já pass muito tempo, após o combinado. Estou já a precisar do valor. f****.",0,moz_smishing,portuguese,boa tarde sr. já pass muito tempo após o combinado. estou já a precisar do valor. f .,90,17,4.352941176470588,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555
